employee_id,predicted_probability,predicted_enrollment,risk_category,recommended_action
18645,0.91,1,Low Risk,Standard enrollment notification
14109,0.99,1,Low Risk,Standard enrollment notification
12729,0.94,1,Low Risk,Standard enrollment notification
11311,0.18,0,High Risk,Personalized phone call with HR and benefits explanation
19536,1.0,1,Low Risk,Standard enrollment notification
11756,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
18821,1.0,1,Low Risk,Standard enrollment notification
15741,0.98,1,Low Risk,Standard enrollment notification
13630,0.14,0,High Risk,Personalized phone call with HR and benefits explanation
16951,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
11413,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
18141,0.97,1,Low Risk,Standard enrollment notification
17997,1.0,1,Low Risk,Standard enrollment notification
15487,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19372,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
11675,1.0,1,Low Risk,Standard enrollment notification
19499,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
12940,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
18428,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
17193,1.0,1,Low Risk,Standard enrollment notification
14324,1.0,1,Low Risk,Standard enrollment notification
16699,0.97,1,Low Risk,Standard enrollment notification
15834,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
17466,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19564,0.96,1,Low Risk,Standard enrollment notification
16769,0.92,1,Low Risk,Standard enrollment notification
18155,0.99,1,Low Risk,Standard enrollment notification
14221,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
12212,1.0,1,Low Risk,Standard enrollment notification
19842,0.97,1,Low Risk,Standard enrollment notification
15828,0.99,1,Low Risk,Standard enrollment notification
12076,0.99,1,Low Risk,Standard enrollment notification
17693,0.97,1,Low Risk,Standard enrollment notification
18498,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
15267,0.97,1,Low Risk,Standard enrollment notification
14321,1.0,1,Low Risk,Standard enrollment notification
19728,1.0,1,Low Risk,Standard enrollment notification
18642,1.0,1,Low Risk,Standard enrollment notification
18082,0.18,0,High Risk,Personalized phone call with HR and benefits explanation
17808,0.98,1,Low Risk,Standard enrollment notification
11563,0.97,1,Low Risk,Standard enrollment notification
19797,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17309,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
13463,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
12498,0.93,1,Low Risk,Standard enrollment notification
14375,0.95,1,Low Risk,Standard enrollment notification
15757,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
11823,1.0,1,Low Risk,Standard enrollment notification
16112,1.0,1,Low Risk,Standard enrollment notification
10314,0.98,1,Low Risk,Standard enrollment notification
10438,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13610,1.0,1,Low Risk,Standard enrollment notification
18146,0.99,1,Low Risk,Standard enrollment notification
12713,0.95,1,Low Risk,Standard enrollment notification
19325,1.0,1,Low Risk,Standard enrollment notification
15572,0.93,1,Low Risk,Standard enrollment notification
16374,1.0,1,Low Risk,Standard enrollment notification
16357,1.0,1,Low Risk,Standard enrollment notification
17013,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
19602,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
14678,0.94,1,Low Risk,Standard enrollment notification
18182,0.97,1,Low Risk,Standard enrollment notification
19647,1.0,1,Low Risk,Standard enrollment notification
10127,0.99,1,Low Risk,Standard enrollment notification
13520,1.0,1,Low Risk,Standard enrollment notification
19193,1.0,1,Low Risk,Standard enrollment notification
19164,1.0,1,Low Risk,Standard enrollment notification
14614,0.97,1,Low Risk,Standard enrollment notification
18719,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17675,1.0,1,Low Risk,Standard enrollment notification
16270,0.91,1,Low Risk,Standard enrollment notification
15958,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
12223,0.98,1,Low Risk,Standard enrollment notification
17527,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17141,0.98,1,Low Risk,Standard enrollment notification
19943,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
12419,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
11273,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
10286,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
13219,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
15955,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
19188,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
18406,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17630,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
16686,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
10172,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
16483,1.0,1,Low Risk,Standard enrollment notification
18252,1.0,1,Low Risk,Standard enrollment notification
17253,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
19153,0.98,1,Low Risk,Standard enrollment notification
13515,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
19362,0.97,1,Low Risk,Standard enrollment notification
10251,0.96,1,Low Risk,Standard enrollment notification
11668,0.86,1,Low Risk,Standard enrollment notification
16342,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
12090,1.0,1,Low Risk,Standard enrollment notification
14145,1.0,1,Low Risk,Standard enrollment notification
17888,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13971,1.0,1,Low Risk,Standard enrollment notification
14208,1.0,1,Low Risk,Standard enrollment notification
16463,0.91,1,Low Risk,Standard enrollment notification
11465,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
10613,1.0,1,Low Risk,Standard enrollment notification
18265,0.96,1,Low Risk,Standard enrollment notification
12115,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
17308,1.0,1,Low Risk,Standard enrollment notification
16310,1.0,1,Low Risk,Standard enrollment notification
12752,1.0,1,Low Risk,Standard enrollment notification
14769,0.96,1,Low Risk,Standard enrollment notification
10882,0.97,1,Low Risk,Standard enrollment notification
19255,0.99,1,Low Risk,Standard enrollment notification
16290,0.14,0,High Risk,Personalized phone call with HR and benefits explanation
11233,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
11159,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17182,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
17424,0.76,1,Low Risk,Standard enrollment notification
16340,1.0,1,Low Risk,Standard enrollment notification
17896,1.0,1,Low Risk,Standard enrollment notification
14878,0.95,1,Low Risk,Standard enrollment notification
14129,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
16663,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17124,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
11338,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
16589,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19298,1.0,1,Low Risk,Standard enrollment notification
10960,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
10201,1.0,1,Low Risk,Standard enrollment notification
15527,0.93,1,Low Risk,Standard enrollment notification
15949,1.0,1,Low Risk,Standard enrollment notification
17101,0.97,1,Low Risk,Standard enrollment notification
14979,0.21,0,High Risk,Personalized phone call with HR and benefits explanation
12887,0.99,1,Low Risk,Standard enrollment notification
10568,0.92,1,Low Risk,Standard enrollment notification
13425,1.0,1,Low Risk,Standard enrollment notification
17456,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
12711,0.99,1,Low Risk,Standard enrollment notification
14634,0.99,1,Low Risk,Standard enrollment notification
12583,1.0,1,Low Risk,Standard enrollment notification
17813,1.0,1,Low Risk,Standard enrollment notification
10345,1.0,1,Low Risk,Standard enrollment notification
15349,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
18813,1.0,1,Low Risk,Standard enrollment notification
10573,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
16201,0.87,1,Low Risk,Standard enrollment notification
16534,1.0,1,Low Risk,Standard enrollment notification
16203,1.0,1,Low Risk,Standard enrollment notification
19013,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
15524,1.0,1,Low Risk,Standard enrollment notification
19251,0.99,1,Low Risk,Standard enrollment notification
18697,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
19968,0.11,0,High Risk,Personalized phone call with HR and benefits explanation
19873,1.0,1,Low Risk,Standard enrollment notification
13956,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
10374,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
19387,1.0,1,Low Risk,Standard enrollment notification
16132,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
19211,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
14167,0.99,1,Low Risk,Standard enrollment notification
10930,1.0,1,Low Risk,Standard enrollment notification
19556,0.98,1,Low Risk,Standard enrollment notification
14845,1.0,1,Low Risk,Standard enrollment notification
15451,0.89,1,Low Risk,Standard enrollment notification
11789,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
10967,1.0,1,Low Risk,Standard enrollment notification
16437,1.0,1,Low Risk,Standard enrollment notification
17538,0.98,1,Low Risk,Standard enrollment notification
18507,1.0,1,Low Risk,Standard enrollment notification
12703,0.99,1,Low Risk,Standard enrollment notification
18016,0.13,0,High Risk,Personalized phone call with HR and benefits explanation
18434,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
11382,1.0,1,Low Risk,Standard enrollment notification
13233,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
18088,0.98,1,Low Risk,Standard enrollment notification
10518,1.0,1,Low Risk,Standard enrollment notification
16572,0.94,1,Low Risk,Standard enrollment notification
16238,1.0,1,Low Risk,Standard enrollment notification
10230,1.0,1,Low Risk,Standard enrollment notification
19181,1.0,1,Low Risk,Standard enrollment notification
12176,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
10361,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
12373,1.0,1,Low Risk,Standard enrollment notification
19724,1.0,1,Low Risk,Standard enrollment notification
10802,0.98,1,Low Risk,Standard enrollment notification
19311,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
12078,0.84,1,Low Risk,Standard enrollment notification
14640,0.99,1,Low Risk,Standard enrollment notification
15857,0.11,0,High Risk,Personalized phone call with HR and benefits explanation
11467,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
14409,0.24,0,High Risk,Personalized phone call with HR and benefits explanation
12643,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16116,1.0,1,Low Risk,Standard enrollment notification
11793,1.0,1,Low Risk,Standard enrollment notification
15146,1.0,1,Low Risk,Standard enrollment notification
11363,0.99,1,Low Risk,Standard enrollment notification
16185,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
11255,1.0,1,Low Risk,Standard enrollment notification
15397,0.95,1,Low Risk,Standard enrollment notification
18187,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
10007,0.99,1,Low Risk,Standard enrollment notification
